,"('Cosine_sim', '0')","('Cosine_sim', '1')","('Cosine_sim', '10')","('Cosine_sim', '11')","('Cosine_sim', '12')","('Cosine_sim', '13')","('Cosine_sim', '14')","('Cosine_sim', '15')","('Cosine_sim', '16')","('Cosine_sim', '17')","('Cosine_sim', '18')","('Cosine_sim', '19')","('Cosine_sim', '2')","('Cosine_sim', '20')","('Cosine_sim', '21')","('Cosine_sim', '22')","('Cosine_sim', '23')","('Cosine_sim', '24')","('Cosine_sim', '25')","('Cosine_sim', '26')","('Cosine_sim', '27')","('Cosine_sim', '28')","('Cosine_sim', '29')","('Cosine_sim', '3')","('Cosine_sim', '4')","('Cosine_sim', '5')","('Cosine_sim', '6')","('Cosine_sim', '7')","('Cosine_sim', '8')","('Cosine_sim', '9')","('SE_T104_001', '0')","('SE_T104_001', '1')","('SE_T104_001', '10')","('SE_T104_001', '11')","('SE_T104_001', '12')","('SE_T104_001', '13')","('SE_T104_001', '14')","('SE_T104_001', '15')","('SE_T104_001', '16')","('SE_T104_001', '17')","('SE_T104_001', '18')","('SE_T104_001', '19')","('SE_T104_001', '2')","('SE_T104_001', '20')","('SE_T104_001', '21')","('SE_T104_001', '22')","('SE_T104_001', '23')","('SE_T104_001', '24')","('SE_T104_001', '25')","('SE_T104_001', '26')","('SE_T104_001', '27')","('SE_T104_001', '28')","('SE_T104_001', '29')","('SE_T104_001', '3')","('SE_T104_001', '4')","('SE_T104_001', '5')","('SE_T104_001', '6')","('SE_T104_001', '7')","('SE_T104_001', '8')","('SE_T104_001', '9')","('rent_final', '0')","('rent_final', '1')","('rent_final', '10')","('rent_final', '11')","('rent_final', '12')","('rent_final', '13')","('rent_final', '14')","('rent_final', '15')","('rent_final', '16')","('rent_final', '17')","('rent_final', '18')","('rent_final', '19')","('rent_final', '2')","('rent_final', '20')","('rent_final', '21')","('rent_final', '22')","('rent_final', '23')","('rent_final', '24')","('rent_final', '25')","('rent_final', '26')","('rent_final', '27')","('rent_final', '28')","('rent_final', '29')","('rent_final', '3')","('rent_final', '4')","('rent_final', '5')","('rent_final', '6')","('rent_final', '7')","('rent_final', '8')","('rent_final', '9')","('weighted_rent_final', '0')","('weighted_rent_final', '1')","('weighted_rent_final', '10')","('weighted_rent_final', '11')","('weighted_rent_final', '12')","('weighted_rent_final', '13')","('weighted_rent_final', '14')","('weighted_rent_final', '15')","('weighted_rent_final', '16')","('weighted_rent_final', '17')","('weighted_rent_final', '18')","('weighted_rent_final', '19')","('weighted_rent_final', '2')","('weighted_rent_final', '20')","('weighted_rent_final', '21')","('weighted_rent_final', '22')","('weighted_rent_final', '23')","('weighted_rent_final', '24')","('weighted_rent_final', '25')","('weighted_rent_final', '26')","('weighted_rent_final', '27')","('weighted_rent_final', '28')","('weighted_rent_final', '29')","('weighted_rent_final', '3')","('weighted_rent_final', '4')","('weighted_rent_final', '5')","('weighted_rent_final', '6')","('weighted_rent_final', '7')","('weighted_rent_final', '8')","('weighted_rent_final', '9')",rent_final,city_final,SE_T104_001
343,1.0,0.2323735236698789,0.1938617860161033,0.19381572177346096,0.1904375107342283,0.18900437249349905,0.18833495874823486,0.18329944504258044,0.18259202736750127,0.17426231288105126,0.17279932171623583,0.17227036673932636,0.22260836076346233,0.17180804492302765,0.1711427424240215,0.17049345722778275,0.168606697086053,0.16759753877715455,0.16693428471997138,0.16539331238064922,0.16261785075328736,0.16166496034424496,0.16144853830915804,0.2090301254791956,0.20793148517438426,0.2064287923375262,0.20586597751164268,0.19908768085267892,0.19764419389620616,0.19587181991707045,1240.0,1240.0,1240.0,1683.0,1100.0,1307.0,1683.0,1236.0,967.0,1683.0,1092.0,1082.0,1307.0,1092.0,1140.0,1362.0,1192.0,1087.0,1407.0,1240.0,1229.0,1219.0,998.0,1240.0,1307.0,1229.0,998.0,1136.0,1240.0,1100.0,1292.3333333333335,1579.6666666666665,1412.5,3342.5,1555.5,1316.5,2890.0,2608.333333333333,1209.0,2020.75,1638.0,1262.5,1542.333333333333,1539.666666666667,1798.0,1782.5,985.0,1421.5,1897.583333333333,1218.75,1755.5,1488.75,887.0,1312.0,1958.833333333333,1289.0,1279.0,1194.0,1546.0,1186.5,1292.3333333333335,367.07270955718536,273.8297727477459,647.8290500277933,296.22554794709214,248.8242563876915,544.2880307823988,478.10605248606396,220.75376108730904,352.14056875438433,283.0452889711943,217.49133800839954,343.33629508418,264.5271198331549,307.71465087839067,303.90458750852275,166.0775966297622,238.2399013717252,316.77171644653896,201.57309946391624,285.47563699739595,240.67870971249468,143.20485348022316,274.24752462870464,407.3031242090896,266.08671332307125,263.302585237391,237.71069093809862,305.55792376353475,232.40191433160408,1292.3333333333335,Austin,1240.0
414,0.8167076377673713,0.7926215101328852,0.6015689265601545,0.5909306115839569,0.5783746149462554,0.5759715084549303,0.5617519060606923,0.5592621121837532,0.552274564970039,0.545691072577734,0.5430238341151179,0.5372949257625194,0.7489405904986989,0.5328396850553444,0.5299301019903503,0.529295445690063,0.5280183834466861,0.5201334841969264,0.5132430777393285,0.5119300128508818,0.5114984569582796,0.5057159679240555,0.5030033830619731,0.6902795519908372,0.6455402269805766,0.6373273402523496,0.6296754643446836,0.6226052296807144,0.6198235938563946,0.609121180637745,1167.0,1167.0,1167.0,1140.0,1067.0,1150.0,1167.0,960.0,1219.0,990.0,1930.0,1930.0,1167.0,1930.0,1167.0,1167.0,1188.0,1930.0,1930.0,1407.0,1082.0,1140.0,1167.0,889.0,1167.0,1167.0,1087.0,1167.0,1167.0,1186.0,1814.0,2086.25,1714.0,1349.0,1258.5,1345.8333333333335,1230.0,1130.0,1488.75,2156.25,3135.0,3049.5,2357.333333333333,3438.25,2042.5,1049.0,1406.0,8167.166666666668,3769.666666666667,1897.583333333333,1262.5,1261.25,1096.25,788.0,1780.0,1919.0,1421.5,1457.75,1037.5,1607.5,1481.5076549100115,1653.6066255147316,1031.0891401241047,797.1653950267578,727.8844529098625,775.1616551289271,690.9548444546515,631.9661867676411,822.1987585991455,1176.646375245739,1702.3797199508947,1638.480876112803,1765.5026186689327,1832.036047141538,1082.3822333152905,555.2309225288761,742.3938471260406,4248.016854350331,1934.7553220513557,971.4298602189523,645.7668019098279,637.834264544215,551.417458681688,543.9402869687798,1149.0616040254263,1223.0311659442589,895.0836725659677,907.6027735670615,643.0669786260095,979.1622978751751,2329.5,Austin,1167.0
855,0.5020820196539609,0.48199022100220934,0.4303462585656732,0.423807739904149,0.422988153517944,0.41540000495472745,0.41179361402530534,0.40968008306649906,0.40925664378635734,0.4086506519619481,0.4023401770221271,0.39953245278767924,0.4761695281576999,0.39792299088987737,0.39728836545123075,0.39423988976713764,0.3930714659507506,0.39080116398727716,0.3862790059387345,0.3860258913167839,0.38477585340182,0.38459950158184736,0.3837949015785243,0.465315306842526,0.46119022369945467,0.45222936394501273,0.45106693138088594,0.4453280818574883,0.43913146140152604,0.4343862000738782,1046.0,910.0,1449.0,1140.0,1930.0,1140.0,1426.0,1140.0,1930.0,1136.0,933.0,933.0,1149.0,1407.0,1816.0,944.0,1240.0,1930.0,1167.0,780.0,1140.0,1240.0,1046.0,1140.0,1814.0,990.0,951.0,889.0,1188.0,1092.0,1683.3333333333335,1405.833333333333,1154.0,1625.0,2917.0,1455.0,3657.5,1361.25,2889.25,1252.75,1072.75,1345.0,1235.5,2207.333333333333,3452.5,1251.5,1155.75,5427.5,1267.5,1026.75,972.75,1350.6666666666667,1319.8333333333335,1070.0,3152.25,1760.5,1510.0,1898.833333333333,1440.0,1362.5,845.1713997508343,677.5979190256058,496.6195823847869,688.6875773442421,1233.8564438118426,604.4070072091284,1506.1351432975544,557.6770130742718,1182.444758059733,511.9371042453305,431.61042490048686,537.3711489994286,588.3074520388383,878.3486818909225,1371.6380817203742,493.3912220435728,454.29234677258,2121.073317540947,489.608640027346,396.3520839095079,374.29071139662045,519.4657268032151,506.5453042667224,497.8873783215028,1453.786882656606,796.1497952251949,681.1110663851377,845.6038061003939,632.3493044181974,591.851197600659,1496.1666666666665,Austin,1219.0
1216,0.3920587029371058,0.3576301469068009,0.32034263302832355,0.3180000697005421,0.31448673271875494,0.30596281534086056,0.3051860059165925,0.3008194157679406,0.3001014593857735,0.29694646062095786,0.29474396057847574,0.2890972104406603,0.3513524104045266,0.2851514209491041,0.28281004390192677,0.282335349107321,0.2766692377733098,0.27661423988488937,0.27608801675513867,0.27553551418299194,0.2744254553156702,0.27056570976671995,0.26901991011457116,0.3495614270251648,0.3463222657641848,0.346038605107544,0.3443371074862996,0.3309527832229718,0.32210949740541694,0.3206511986704017,1930.0,1370.0,1847.0,1426.0,1973.0,1398.0,2440.0,1426.0,1683.0,1816.0,1398.0,1398.0,1370.0,1264.0,1426.0,2256.0,1370.0,1000.0,1362.0,898.0,1426.0,2256.0,1021.0,2440.0,1683.0,1092.0,938.0,920.0,1426.0,1426.0,2250.0,2577.75,899.0,1457.5,2289.0,1650.0,6788.5,1425.0,4293.333333333333,4572.5,2675.0,1772.0,2448.75,2340.0,1650.0,6595.5,1972.5,756.0,3393.25,747.0,1630.0,4012.5,1992.5,6297.0,2770.0,2687.5,639.0,2337.25,1907.5,1685.5,882.1320816084881,921.881111189006,287.98802709246286,463.48510158854015,719.86013119323,504.83864531241994,2071.755201164788,428.66766746931535,1288.4355989629207,1357.7876911893297,788.4400945474226,512.28025690085,860.3742149780845,667.2543250209036,466.63657243817914,1862.1427950373356,545.7300715078536,209.12036535297636,936.8356628543743,205.82502909469497,447.3134921645424,1085.6449104389637,536.022170903283,2201.1883059774627,959.3126761667919,929.9787512265244,220.03141168374543,773.5193925878908,614.4238663008329,540.4575953589621,4233.333333333333,Chicago,1426.0
849,0.3915407037566815,0.34939106333292363,0.3089305056593612,0.3079657438834309,0.3051290049161641,0.303683121593223,0.30134897233667113,0.3012763227238474,0.3009251064117754,0.2935996943460943,0.2882122947072068,0.283584945847354,0.33428199388450225,0.2810279322860382,0.2794185404578579,0.2775435411556831,0.27752507042234686,0.2770306650742999,0.27658182434357537,0.2745023323026205,0.2741341465911512,0.27335910102753475,0.2694473885567808,0.33181778729148753,0.3315384928583575,0.33153615369088985,0.33093773825125955,0.32384696860100853,0.3190658913170361,0.31892375479190016,960.0,1100.0,1067.0,1219.0,1100.0,1192.0,1140.0,1140.0,1100.0,960.0,933.0,1362.0,1150.0,1121.0,933.0,1209.0,998.0,1140.0,1188.0,1046.0,1186.0,1229.0,1307.0,1046.0,951.0,944.0,1240.0,889.0,1222.0,933.0,939.6666666666665,1607.5,1097.5,1567.9166666666665,1284.0,1135.0,1501.8333333333335,1293.8333333333335,1254.1666666666665,1058.0,1500.0,1813.0,1217.5,1660.0,1140.0,1199.5,1033.0,1385.25,1228.75,1158.3333333333333,1293.5,1174.1666666666667,1528.75,928.75,1283.1666666666665,1251.5,1426.1666666666665,1052.0,1261.25,1037.0,367.91774796336165,561.6461343076747,339.0512299611489,482.8646225972293,391.78564231235475,344.6803430083081,452.5759316209573,389.80134888420463,377.41023762476823,310.6284766181678,432.3184420608102,514.1395068212528,406.9883275543815,466.50636759482336,318.53713612195804,332.91347761624183,286.6833977462843,383.75672879417397,339.84991666216825,317.96520158386875,354.59251861565406,320.9691444564971,411.91769525617866,308.17576994696907,425.41914275274905,414.9174963441486,471.97237103600463,340.68701096826095,402.4218554236118,330.7239337192005,1079.0,Austin,1100.0
537,0.6899322397375398,0.6567871806772069,0.44407284440537975,0.44210607874865987,0.4309198130323996,0.4287106566422668,0.4187192147600528,0.41419677577886527,0.41282283276461423,0.407197795395702,0.3973589926730166,0.39351153562489816,0.582287624321641,0.37663608034195545,0.37519198936219417,0.37310727340920125,0.35535564072814485,0.35303992010722446,0.34954405585511417,0.34707167008428963,0.3417771944582822,0.34001216459764794,0.3374260629505587,0.5319915718678896,0.523528978832917,0.4767363890390279,0.4614652524970843,0.4586360517844498,0.4565106218297498,0.45012462931884745,933.0,891.0,1046.0,933.0,1046.0,998.0,1092.0,1038.0,1192.0,1240.0,1024.0,1019.0,933.0,933.0,1192.0,951.0,970.0,1449.0,1092.0,933.0,736.0,898.0,933.0,892.0,901.0,933.0,1186.0,951.0,933.0,1121.0,979.6666666666665,745.0,875.0,1140.0,1339.3333333333335,1084.75,1034.0,900.6666666666665,955.0,1230.0,860.0,748.3333333333335,925.0,1019.0,945.0,1355.75,1129.5,2382.75,1534.333333333333,1037.0,575.0,1005.0,867.5,845.0,1337.5,1002.5,1029.5,1249.3333333333335,953.0,900.6666666666665,675.9036175295431,489.3064496045191,388.5637388547073,504.00092977347225,577.1452695880606,465.0438847926989,432.9556680618946,373.05322938483124,394.2458052902066,500.85328833671343,341.72873369879426,294.47779915929885,538.616052497518,383.7921658684526,354.5564299472735,505.8401859245246,401.37419620243963,841.2058696354891,536.3170963670301,359.91332187740835,196.52188681351225,341.7122254206362,292.7171096096097,449.5328782283667,700.2200091890265,477.92823001162543,475.0784774457483,572.9893073627061,435.0546226037515,405.4122494731752,999.0833333333333,Austin,933.0
973,0.5204315323775525,0.3842286079539393,0.32031261767143826,0.3057952748493484,0.301734991377814,0.29936791374691085,0.2786754824636251,0.27792720240761093,0.27080271485311974,0.2635646940166845,0.26252152904371534,0.25044594413391613,0.3819275319955466,0.24922783461178893,0.24885755862158693,0.24721953394026722,0.2412038884906803,0.24106781187384735,0.24104469046772092,0.2406111584936788,0.2379522907045226,0.23750724815516427,0.2334165999342548,0.36960681564154835,0.36642911336149864,0.3622089424009643,0.3507429576283096,0.3312704262263065,0.3269487296749179,0.32124245085220404,726.0,797.0,826.0,726.0,1021.0,920.0,861.0,944.0,314.0,1000.0,899.0,920.0,861.0,826.0,819.0,726.0,861.0,1236.0,1082.0,696.0,920.0,1426.0,1170.0,840.0,840.0,840.0,1398.0,840.0,1021.0,677.0,1247.8333333333335,975.0,706.25,900.0,1172.5,1558.333333333333,1065.0,1202.8333333333333,900.0,1000.0,1239.5,1425.0,813.5,906.25,661.5,900.0,1046.25,1542.75,987.0,588.3333333333334,1345.0,1907.5,1695.5,712.5,595.0,687.5,959.0,822.9166666666667,1145.0,530.0,649.4118138184559,374.62289275509085,226.22078623045329,275.2157473644135,353.7842773904869,466.51499892226934,296.78938882376076,334.30010329595467,243.72244336780776,263.5646940166845,325.3954352496852,356.8854703908305,310.69804727837715,225.86272511693372,164.61927502817974,222.4975805462405,252.35956833337428,371.907366768378,237.91110949164056,141.55956491378103,320.04583099758287,453.0450758559759,395.757845188529,263.34485614460317,218.0253224500917,249.01864790066296,336.3624963655489,272.60795491539807,374.356295477781,170.25849895166814,1091.5,Chicago,926.0
864,0.7483709836363642,0.7320304559167417,0.6003010655779765,0.587322741895913,0.5843527387960253,0.5833337191641714,0.5832312647575132,0.5826855994958176,0.5692737829333151,0.5659608014130844,0.5642743673622137,0.5620484171842084,0.7231331439726765,0.5536639688065402,0.552318650731829,0.5341772174005581,0.5336687878567706,0.5302449860516961,0.5231595424855614,0.5216081629229347,0.52146967655813,0.5138905061406649,0.5136722713670877,0.7155026994468965,0.6896616108980842,0.6847353218535578,0.6503865813800819,0.6312623985173079,0.6266327164763289,0.6113251242195248,1307.0,1136.0,889.0,1683.0,1140.0,1683.0,1229.0,1236.0,1240.0,889.0,1192.0,711.0,1307.0,1814.0,1683.0,1930.0,1082.0,1814.0,1092.0,1092.0,1240.0,1021.0,663.0,1307.0,1087.0,1100.0,1304.0,1219.0,998.0,967.0,1316.5,1194.0,788.0,2020.75,1798.0,2890.0,1289.0,2608.333333333333,1579.6666666666665,1159.25,985.0,695.0,1958.833333333333,3152.5,3342.5,3135.0,1262.5,3006.0,1638.0,1539.666666666667,1546.0,1885.25,1610.0,1542.333333333333,1421.5,1555.5,1479.0,1488.75,1279.0,1209.0,985.2303999572736,874.0443643645896,473.03723967544545,1186.8324306861664,1050.6662243552535,1685.8344483844555,751.7851002724345,1519.8382720182574,899.2628191069933,656.090059038118,555.8102518517805,390.6236499430248,1416.497306851811,1745.425661662618,1846.1250900711382,1674.6455765507496,673.7568446691729,1593.9164280713985,856.9353305913496,803.1027015136785,806.1921199588691,968.8120767016885,827.0123569010112,1103.5436634469297,980.3539798916266,1065.1057931432092,961.921753861141,939.7918957926422,801.4632443732247,739.0920751814054,1186.5,Austin,1100.0
1379,0.6755730374814559,0.6654632214967252,0.40740300857628514,0.39657537091463724,0.390063345311175,0.3900632087224521,0.3774972594666309,0.3773689441320118,0.3741031761303971,0.37183757786688076,0.3688151402488497,0.3586651841845644,0.5476241104215411,0.3555420288278384,0.3453920105466325,0.3413461451981188,0.3247857124150165,0.32256070796461156,0.3207372074531028,0.3190709038400049,0.3156894871142169,0.31299228663110285,0.3073073267238927,0.5239465031550092,0.5034347467263487,0.5005798079704732,0.4877023445166934,0.48526162602569717,0.46367405290240415,0.46157703902181024,1450.0,2256.0,1294.0,2114.0,990.0,990.0,1232.0,2029.0,1947.0,1398.0,2440.0,2849.0,2256.0,1021.0,1398.0,1554.0,1235.0,1961.0,2114.0,2037.0,2211.0,2256.0,1398.0,2056.0,2187.0,1450.0,2440.0,2256.0,2117.0,2256.0,5906.666666666666,3242.5,2400.0,4242.5,1782.5,1782.5,1795.0,3750.0,3575.0,2954.75,5315.0,4160.0,6693.25,2696.333333333333,4197.5,6379.25,2173.333333333333,5545.0,6823.166666666666,5663.0,9400.0,8320.0,2616.75,4302.0,8777.5,4892.5,5381.666666666667,6600.0,2324.0,4526.5,3990.384741390466,2157.7644957031316,977.7672205830844,1682.4710111053485,695.2879130171694,695.2876695477709,677.6075807426024,1415.1335404950441,1337.4188546661696,1098.687083202166,1960.2524704226362,1492.0471662077878,3665.38507707898,958.6598237294616,1449.7829642694899,2177.5323967550994,705.8676149819692,1788.599125663771,2188.4434226537624,1806.898528445948,2967.481178873639,2604.095824770776,804.1464472047462,2254.0178565728497,4418.898489390525,2449.08671049554,2624.651450740672,3202.7267317696014,1077.5784989451872,2089.328467132224,5526.666666666666,Newyork,1450.0
1186,0.990826337973707,0.984855724406783,0.817370693248966,0.8133995047614635,0.8078819445718418,0.8023982704235807,0.8000136117709843,0.8000136117709843,0.7998227999738674,0.7836935670322231,0.7625547666009257,0.7534107481448252,0.9642249205557639,0.7530855963788144,0.7522541033081279,0.751411582442175,0.741156074437883,0.7281581228812334,0.7226007611951999,0.7195880579566447,0.7071508282475055,0.702044425392204,0.6974789351967121,0.9557482427411179,0.9060994303290627,0.8669108345434124,0.8607831143292146,0.855405900022464,0.8227708845851476,0.8222832104096132,1021.0,1021.0,711.0,1021.0,1683.0,1021.0,1021.0,1021.0,899.0,1021.0,899.0,1021.0,1021.0,889.0,1236.0,899.0,726.0,898.0,1847.0,1021.0,1100.0,1683.0,1734.0,1021.0,1021.0,899.0,1021.0,1021.0,1021.0,726.0,1518.0,2224.0,695.0,2213.0,2890.0,1353.0,1810.25,1810.25,1413.0,1209.0,3433.166666666667,1894.6666666666665,1885.25,1159.25,2608.333333333333,840.0,1461.0,775.0,1643.75,1130.0,1555.5,3342.5,1830.0,1287.0,1310.5,1502.0,1514.5,1542.5,2146.25,1479.5,1504.0743810440872,2190.3191310806856,568.0726318080314,1800.0531040371188,2334.7788198126227,1085.6448598831046,1448.2246407084242,1448.2246407084242,1130.1496163630745,947.4855225419578,2617.9776062020783,1427.4622308183955,1817.805031477754,873.0144776021407,1962.1294527953667,631.185729251427,1082.829024753747,564.3225452329559,1187.7750012146098,813.1345054910086,1099.9731133389948,2346.5834918734417,1276.3864514099832,1230.0479884078188,1187.4433034462368,1302.1000734842055,1303.6560266515955,1319.4636007846507,1765.872011040873,1216.5680098010228,1779.25,Chicago,1021.0
704,0.512320413816763,0.47589564056886646,0.4066763511471751,0.3926687596064923,0.3913669884173019,0.3903544120031631,0.38742250444694903,0.3799171208403964,0.3747297606335538,0.36476020216679617,0.3584429512020924,0.35535991765938924,0.46393150025597674,0.3543235348092433,0.3541485564623764,0.35181690996801657,0.34951939449958624,0.34414573724007175,0.32870607367715576,0.3169540623233976,0.3127509822594454,0.30787797352839,0.30588649241891214,0.46059813235266506,0.4521206481906551,0.4410563726663119,0.43332846124356017,0.43088290768480075,0.4220819191916572,0.40795737358045786,951.0,951.0,933.0,951.0,1167.0,1000.0,951.0,951.0,951.0,1140.0,933.0,951.0,951.0,1087.0,951.0,1140.0,951.0,799.0,951.0,951.0,820.0,898.0,799.0,951.0,1046.0,951.0,951.0,951.0,1046.0,951.0,989.0,915.0,1043.75,1193.75,1322.5,1571.666666666667,1786.0,1423.75,899.0,901.25,982.5,954.5,929.0,1360.0,1332.5,1085.0,1249.0,832.0,1077.5,1003.0,816.6666666666665,1115.0,780.0,1503.0,914.0,964.5,994.0,1034.75,1045.0,1286.25,506.6848892647786,435.4445111205128,424.468441509864,468.74833178025017,517.5828421818818,613.5070175316382,691.936592942251,540.9070007965144,336.88205480956486,328.74013220282507,352.17019955605576,339.191041405887,430.9923637378024,481.88000734057084,471.9029514861166,381.721347315298,436.5497237299832,286.3292533837397,354.18079438713534,317.90492451036783,255.41330217854704,343.28394048415487,238.59146408675147,692.2789929260556,413.2382724462588,425.3988714366578,430.7284904760988,445.8560887268476,441.0756055552818,524.7351717678639,1026.0,Austin,951.0
1155,0.5938797557025509,0.5730131277038676,0.4452128993043212,0.43814601116947816,0.4368662470643177,0.4185654623772238,0.416032619918234,0.41198433930487777,0.4111568073794632,0.40410760836413573,0.4030269766100491,0.4024648260152343,0.5540414292873314,0.39577823230101156,0.3950501577422923,0.3927147103417969,0.39045124918323976,0.38701721707953296,0.38661107863214134,0.3826025035736922,0.37763948246853146,0.3592936397881784,0.3589486922521261,0.5359834708189881,0.5156123545815592,0.5083609400882874,0.5003682055121149,0.4823220237910267,0.4497482096286283,0.44599650802699514,920.0,920.0,920.0,1426.0,1370.0,1157.0,918.0,920.0,834.0,920.0,1370.0,920.0,918.0,920.0,920.0,918.0,1236.0,1426.0,918.0,918.0,1426.0,995.0,1236.0,920.0,1236.0,920.0,917.0,920.0,920.0,917.0,1187.5,995.0,1345.0,1457.5,1200.0,1225.0,1222.5,1200.0,1400.0,747.0,1295.0,2833.75,1574.0,1357.5,887.0,1005.0,1445.0,1585.0,2042.25,1300.0,1610.5,950.0,2140.0,922.5,1578.333333333333,970.0,1185.0,1800.0,2113.75,1350.0,705.2322098967792,570.1480620653482,598.811349564312,638.5978112795144,524.2394964771812,512.7426914120991,508.599877850041,494.3812071658533,575.6195303312485,301.8683834480094,521.9199347100135,1140.4847007206702,872.0612096982595,537.2689503486232,350.4094899174133,394.67828389350586,564.2020550697814,613.4222890710597,789.5564753364906,497.38325464579987,608.18838651557,341.32895779876947,768.1502014195498,494.44475183051657,813.8081663145607,493.11011188563873,592.9363235318561,868.179642823848,950.6552781025131,602.0952858364434,1195.0,Chicago,920.0
1067,0.5180389025687574,0.46670784936739873,0.37028342038289,0.3669910925764531,0.3669910925764531,0.36597122739430127,0.36524963487865625,0.36285424635858027,0.3519599723525338,0.35091296819038575,0.35021342726989224,0.3498024579467027,0.45780027780915084,0.3447859596026856,0.34026409338157865,0.3348523754333743,0.3334703928901909,0.32632904762878656,0.3254068755350732,0.3242016267544137,0.32412310076272177,0.3196671464172874,0.3193838508853759,0.40597771948853106,0.40270171144964484,0.3955870429984064,0.3819455390894395,0.3778122102838056,0.37600314723662337,0.37346380695010156,2114.0,1398.0,1816.0,1816.0,1816.0,2440.0,1816.0,2251.0,2060.0,2185.0,1683.0,1398.0,1398.0,1370.0,1398.0,2114.0,1398.0,1816.0,1973.0,1398.0,1816.0,1426.0,1847.0,1398.0,1426.0,1816.0,1398.0,1930.0,1398.0,920.0,5366.5,1690.5,2743.75,2250.0,2250.0,6297.0,3425.0,8760.0,2110.5,5361.666666666667,2235.0,1962.5,2376.5,2577.75,2917.5,5445.0,1650.0,2481.5,2236.25,1930.0,2788.333333333333,2125.0,2624.25,2179.25,2097.5,2967.5,1372.5,5427.5,2182.5,2113.75,2780.0557706352365,788.9696193555876,1015.9651346755545,825.7299582970195,825.7299582970195,2304.520818901915,1250.9799994593977,3178.6031981011633,742.8115216500225,1881.4783644474517,782.7270099482091,686.4873237204041,1087.962360213447,888.7720073658228,992.7204924407557,1823.2711842347233,550.226148268815,809.7855316908339,727.6911254153074,625.7091396360184,903.7632459600558,679.2926861367357,838.1430706859477,884.7269451953813,844.66683976563,1173.904550097771,524.2202524002557,2050.5757713153553,820.6268688439305,789.4091219407771,2760.0,Chicago,1398.0
788,0.8528592514009157,0.838172345657727,0.5796619407633629,0.5448201932930237,0.533805428040648,0.5291728261015598,0.5184256293500702,0.5175280987134367,0.5155385472101979,0.5117572328044776,0.5070726101203579,0.505485250446164,0.7010253783345289,0.5042928018438705,0.503646405997739,0.5033877780138812,0.5004582753786464,0.49347715474512666,0.4905798733822995,0.490047030179834,0.485496544632733,0.48487206850468834,0.4812298845011773,0.6811277241316076,0.6728767445218827,0.6667539985540153,0.6210712195233925,0.5871892414229788,0.5868418273433178,0.5816056000162089,1140.0,1140.0,998.0,1167.0,1150.0,889.0,960.0,998.0,960.0,1149.0,998.0,1167.0,1140.0,1240.0,1100.0,1307.0,1140.0,951.0,998.0,1167.0,1157.0,1021.0,807.0,1140.0,1240.0,951.0,1140.0,1082.0,998.0,1307.0,1261.25,1630.8333333333335,887.0,1814.0,1345.8333333333335,788.0,1105.6666666666667,2058.333333333333,1130.0,768.5,2481.25,2086.25,1349.0,1412.5,978.5,1958.833333333333,901.25,1286.25,1279.0,2329.5,1375.666666666667,1894.6666666666665,1262.5,1798.0,1312.0,1193.75,1226.25,1262.5,942.5,1542.333333333333,1075.668730829405,1366.91940037681,514.1601414571029,988.303830633545,718.4131385713722,416.98818696802914,573.205937518061,1065.2453365184904,582.5585583475236,393.285433410241,1258.1739138611379,1054.5686037433097,945.6832353732796,712.3135826044671,492.81800826878765,986.0527591661909,451.03802068500505,634.7349902909192,627.451658055961,1141.5645568039233,667.8814132330965,918.6709457935494,607.5527291827364,1224.6676479886305,882.8142888127102,795.9375857738557,761.5885829405601,741.3264172965107,553.0984222710771,897.0297037583326,1005.5,Austin,1140.0
877,0.7150723956339735,0.6040712912611567,0.4730518288065487,0.46649599797744984,0.46216234606123974,0.447054255612167,0.44325084350224164,0.4401891407275768,0.43643076243650364,0.4223307886603837,0.41940760432087176,0.4177343703359801,0.5527444252279808,0.41441446254615455,0.4141683701015675,0.40996452340358275,0.4067391579909188,0.39592842253899657,0.39578599834508466,0.3926429509044135,0.3911240618028564,0.388935392149581,0.386466929521774,0.5472120863564344,0.5433775792910934,0.5037935934989889,0.5034455811549567,0.49661931476467974,0.48480733448802565,0.47501514458194255,1240.0,1309.0,1167.0,1092.0,1067.0,848.0,892.0,1222.0,1150.0,1100.0,1082.0,951.0,767.0,968.0,1304.0,1930.0,1449.0,960.0,1309.0,951.0,1038.0,1140.0,1240.0,891.0,1192.0,933.0,951.0,1240.0,1240.0,1449.0,1375.8333333333335,1168.9166666666665,1814.0,1446.6666666666665,1176.5,872.3333333333335,898.75,1850.0,1345.8333333333335,1531.1666666666665,1262.5,1118.1666666666665,556.25,1016.6666666666665,1479.0,3049.5,1254.0,1105.6666666666667,1199.0,1034.75,983.0,1349.0,1218.75,947.0,1533.3333333333335,1387.5,460.0,1312.0,1412.5,1647.25,983.820437659742,706.1090002100203,858.1160174550794,674.8642104073774,543.7340001410486,389.98032897901373,398.3716955976397,814.349910346017,587.3630677791278,646.6588259038241,529.5021004551006,467.0966484306817,307.46408653306435,421.3213702552571,612.5550193802183,1250.1868141192256,510.0509041206122,437.7648591872839,474.5474120157565,406.28729344834187,384.47495275220786,524.6738440097848,471.0065703546621,518.2098457795433,833.17895491301,699.013610979847,231.5849673312801,651.5645409712598,684.7903599643363,782.4686969126049,1482.5,Austin,1188.0
